lastupdatedate,town_no,town,towntotalcases,townconfirmedcases,townprobablecases,towncaserate,towntotaldeaths,townconfirmeddeaths,townprobabledeaths,peopletested,ratetested100k,numberoftests,numberofpositives,numberofnegatives,numberofindeterminates
2020-08-17T04:00:00Z,70,Killingworth,17,17,0,267,3,3,0,930,14600,1296,25,1269,2
2020-08-17T04:00:00Z,71,Lebanon,27,27,0,375,2,2,0,1090,15124,1558,32,1525,1
2020-08-17T04:00:00Z,72,Ledyard,31,31,0,210,2,2,0,2733,18546,3697,35,3662,0
2020-08-17T04:00:00Z,73,Lisbon,11,11,0,259,0,0,0,498,11723,701,15,686,0
2020-08-17T04:00:00Z,74,Litchfield,47,46,1,578,2,2,0,1412,17374,2017,57,1956,4
2020-08-17T04:00:00Z,75,Lyme,6,6,0,257,0,0,0,274,11719,402,6,396,0
2020-08-17T04:00:00Z,76,Madison,161,154,7,889,25,20,5,3249,17944,4844,215,4621,8
2020-08-17T04:00:00Z,77,Manchester,814,753,61,1411,106,82,24,9180,15910,14836,983,13789,64
2020-08-17T04:00:00Z,78,Mansfield,60,58,2,232,3,2,1,1672,6476,2268,71,2193,4
2020-08-17T04:00:00Z,79,Marlborough,102,98,4,1604,20,16,4,949,14926,1636,115,1520,1
2020-08-17T04:00:00Z,80,Meriden,1007,972,35,1691,77,64,13,11945,20062,21857,1185,20616,56
2020-08-17T04:00:00Z,81,Middlebury,51,47,4,660,3,1,2,1060,13711,1946,60,1885,1
2020-08-17T04:00:00Z,82,Middlefield,20,20,0,457,0,0,0,663,15137,963,26,936,1
2020-08-17T04:00:00Z,83,Middletown,663,638,25,1437,85,70,15,8961,19419,15820,837,14965,18
2020-08-17T04:00:00Z,84,Milford,716,692,24,1310,89,78,11,8697,15911,13611,937,12653,21
2020-08-17T04:00:00Z,85,Monroe,138,133,5,709,5,4,1,2686,13796,3826,157,3665,4
2020-08-17T04:00:00Z,86,Montville,323,316,7,1726,0,0,0,4295,22948,6435,363,6061,11
2020-08-17T04:00:00Z,87,Morris,15,15,0,663,0,0,0,299,13218,451,16,435,0
2020-08-17T04:00:00Z,88,Naugatuck,433,422,11,1384,40,36,4,4251,13587,8497,598,7859,40
2020-08-17T04:00:00Z,89,New Britain,1281,1228,53,1768,96,74,22,13001,17944,21663,1556,20065,42
2020-08-17T04:00:00Z,90,New Canaan,202,199,3,999,35,32,3,3211,15886,4180,274,3902,4
2020-08-17T04:00:00Z,91,New Fairfield,121,118,3,872,3,3,0,1900,13692,2671,147,2522,2
2020-08-17T04:00:00Z,92,New Hartford,32,32,0,479,2,2,0,923,13807,1274,38,1234,2
2020-08-17T04:00:00Z,93,New Haven,2898,2840,58,2222,114,104,10,29807,22855,48397,3757,44561,79
2020-08-17T04:00:00Z,95,New London,198,192,6,735,5,5,0,6550,24314,10489,240,10245,4
2020-08-17T04:00:00Z,96,New Milford,317,306,11,1175,24,22,2,4052,15022,6176,375,5765,36
2020-08-17T04:00:00Z,94,Newington,418,398,20,1388,51,39,12,5381,17870,9021,523,8482,16
2020-08-17T04:00:00Z,97,Newtown,260,246,14,936,44,34,10,4822,17362,6860,337,6521,2
2020-08-17T04:00:00Z,98,Norfolk,14,13,1,854,0,0,0,272,16585,381,15,366,0
2020-08-17T04:00:00Z,99,North Branford,93,89,4,657,4,1,3,2061,14557,3044,109,2933,2
2020-08-17T04:00:00Z,100,North Canaan,8,7,1,246,1,0,1,523,16073,789,10,777,2
2020-08-17T04:00:00Z,101,North Haven,286,282,4,1207,27,26,1,4216,17796,6454,414,6032,8
2020-08-17T04:00:00Z,102,North Stonington,15,14,1,286,1,1,0,744,14190,968,14,954,0
2020-08-17T04:00:00Z,103,Norwalk,2162,2106,56,2428,145,125,20,15441,17340,23636,2719,20893,24
2020-08-17T04:00:00Z,104,Norwich,155,146,9,396,4,4,0,7146,18259,10802,175,10623,4
2020-08-17T04:00:00Z,105,Old Lyme,24,24,0,326,2,2,0,1342,18219,1946,37,1908,1
2020-08-17T04:00:00Z,106,Old Saybrook,119,115,4,1180,25,22,3,1814,17984,3058,132,2922,4
2020-08-17T04:00:00Z,107,Orange,139,135,4,996,9,9,0,2197,15750,3197,191,3004,2
2020-08-17T04:00:00Z,108,Oxford,89,85,4,673,6,6,0,1862,14078,2664,116,2547,1
2020-08-17T04:00:00Z,109,Plainfield,59,58,1,389,1,1,0,2291,15099,3363,68,3293,2
2020-08-17T04:00:00Z,110,Plainville,182,180,2,1033,26,25,1,2537,14396,4527,217,4302,8
2020-08-17T04:00:00Z,111,Plymouth,78,73,5,670,1,1,0,1492,12812,2352,81,2269,2
2020-08-17T04:00:00Z,112,Pomfret,19,19,0,452,0,0,0,618,14700,832,19,813,0
2020-08-17T04:00:00Z,113,Portland,80,76,4,860,14,11,3,1544,16593,2415,103,2310,2
2020-08-17T04:00:00Z,114,Preston,24,23,1,517,0,0,0,868,18715,1198,29,1167,2
2020-08-17T04:00:00Z,115,Prospect,74,73,1,756,0,0,0,1141,11655,1826,85,1740,1
2020-08-17T04:00:00Z,116,Putnam,37,36,1,394,1,1,0,1166,12411,1586,39,1546,1
2020-08-17T04:00:00Z,117,Redding,79,73,6,866,8,7,1,1365,14959,1873,102,1771,0
2020-08-17T04:00:00Z,118,Ridgefield,244,231,13,976,45,36,9,4629,18510,6590,313,6265,12
2020-08-17T04:00:00Z,119,Rocky Hill,448,430,18,2224,94,81,13,3217,15969,5949,558,5360,31
2020-08-17T04:00:00Z,120,Roxbury,9,6,3,417,1,0,1,316,14630,445,7,438,0
2020-08-17T04:00:00Z,121,Salem,13,13,0,315,0,0,0,748,18142,1020,17,1003,0
2020-08-17T04:00:00Z,122,Salisbury,18,18,0,500,0,0,0,600,16676,780,25,754,1
2020-08-17T04:00:00Z,123,Scotland,0,0,0,0,0,0,0,85,5045,118,0,118,0
2020-08-17T04:00:00Z,124,Seymour,245,234,11,1484,51,43,8,2558,15495,4314,297,4010,7
2020-08-17T04:00:00Z,125,Sharon,16,16,0,592,0,0,0,430,15908,630,21,609,0
2020-08-17T04:00:00Z,126,Shelton,687,650,37,1672,137,108,29,6674,16240,10854,834,9988,32
2020-08-17T04:00:00Z,127,Sherman,17,15,2,470,2,0,2,469,12977,630,21,608,1
2020-08-17T04:00:00Z,128,Simsbury,142,128,14,568,13,10,3,3679,14728,5596,183,5402,11
2020-08-17T04:00:00Z,129,Somers,311,291,20,2871,5,4,1,1695,15645,2524,309,2189,26
2020-08-17T04:00:00Z,132,South Windsor,172,157,15,660,30,18,12,3199,12278,4591,200,4383,8
2020-08-17T04:00:00Z,130,Southbury,206,201,5,1048,36,31,5,3829,19480,6896,292,6593,11
2020-08-17T04:00:00Z,131,Southington,368,354,14,840,33,28,5,6289,14356,10749,445,10289,15
2020-08-17T04:00:00Z,133,Sprague,6,6,0,208,0,0,0,555,19211,809,8,801,0
2020-08-17T04:00:00Z,134,Stafford,125,117,8,1052,21,16,5,991,8339,1611,149,1458,4
2020-08-17T04:00:00Z,135,Stamford,3483,3406,77,2684,201,175,26,23009,17730,33870,4427,29364,79
2020-08-17T04:00:00Z,136,Sterling,5,5,0,132,0,0,0,462,12222,727,6,721,0
2020-08-17T04:00:00Z,137,Stonington,35,30,5,190,1,0,1,2806,15209,3626,41,3583,2
2020-08-17T04:00:00Z,138,Stratford,912,874,38,1755,78,58,20,9102,17515,14801,1105,13659,37
2020-08-17T04:00:00Z,139,Suffield,164,149,15,1042,20,12,8,3250,20644,4322,174,4143,5
2020-08-17T04:00:00Z,140,Thomaston,65,63,2,860,0,0,0,987,13056,1626,76,1545,5
2020-08-17T04:00:00Z,141,Thompson,44,43,1,468,2,1,1,808,8600,1100,51,1049,0
2020-08-17T04:00:00Z,142,Tolland,55,47,8,375,3,1,2,1841,12562,2602,56,2545,1
2020-08-17T04:00:00Z,143,Torrington,583,559,24,1703,94,81,13,6328,18488,11460,684,10726,50
2020-08-17T04:00:00Z,144,Trumbull,586,537,49,1637,123,82,41,5945,16605,9296,707,8557,32
2020-08-17T04:00:00Z,145,Union,5,4,1,595,0,0,0,55,6548,77,4,72,1
2020-08-17T04:00:00Z,146,Vernon,271,259,12,925,21,18,3,4285,14623,6881,310,6557,14
2020-08-17T04:00:00Z,147,Voluntown,13,13,0,513,1,1,0,432,17041,564,15,549,0
2020-08-17T04:00:00Z,148,Wallingford,524,514,10,1177,70,62,8,7857,17642,15529,745,14720,64
2020-08-17T04:00:00Z,149,Warren,5,5,0,357,0,0,0,94,6719,141,5,136,0
2020-08-17T04:00:00Z,150,Washington,27,26,1,786,2,2,0,505,14706,651,29,622,0
2020-08-17T04:00:00Z,151,Waterbury,2221,2130,91,2055,173,146,27,15836,14650,29132,2709,26320,103
2020-08-17T04:00:00Z,152,Waterford,186,178,8,985,26,19,7,3983,21089,6009,212,5795,2
2020-08-17T04:00:00Z,153,Watertown,162,153,9,749,5,4,1,2856,13197,5253,194,5049,10
2020-08-17T04:00:00Z,155,West Hartford,804,745,59,1277,131,89,42,10315,16389,16230,913,15297,20
2020-08-17T04:00:00Z,156,West Haven,1145,1105,40,2086,73,65,8,9436,17194,15880,1446,14397,37
2020-08-17T04:00:00Z,154,Westbrook,35,35,0,506,0,0,0,994,14377,1400,42,1358,0
2020-08-17T04:00:00Z,157,Weston,78,75,3,761,2,2,0,1705,16639,2167,89,2077,1
2020-08-17T04:00:00Z,158,Westport,339,324,15,1206,23,16,7,5631,20028,7767,426,7331,10
2020-08-17T04:00:00Z,159,Wethersfield,279,273,6,1070,11,10,1,3907,14980,5781,364,5403,14
2020-08-17T04:00:00Z,160,Willington,16,16,0,272,0,0,0,651,11058,926,17,909,0
2020-08-17T04:00:00Z,161,Wilton,243,217,26,1321,42,21,21,3224,17525,4336,296,4039,1
2020-08-17T04:00:00Z,162,Winchester,57,56,1,535,1,1,0,1750,16424,2655,67,2585,3
2020-08-17T04:00:00Z,163,Windham,318,318,0,1287,11,11,0,4856,19655,7817,373,7431,13
2020-08-17T04:00:00Z,164,Windsor,607,563,44,2111,107,73,34,4872,16940,8267,703,7546,18
2020-08-17T04:00:00Z,165,Windsor Locks,137,131,6,1064,21,19,2,1800,13979,2598,179,2413,6
2020-08-17T04:00:00Z,166,Wolcott,128,122,6,769,9,6,3,2231,13400,4149,172,3966,11
2020-08-17T04:00:00Z,167,Woodbridge,147,140,7,1670,32,30,2,1802,20466,2783,260,2511,12
2020-08-17T04:00:00Z,168,Woodbury,57,56,1,598,2,2,0,1345,14103,2110,64,2045,1
2020-08-17T04:00:00Z,169,Woodstock,30,30,0,382,0,0,0,916,11651,1240,32,1207,1
2020-08-18T04:00:00Z,1,Andover,9,9,0,279,0,0,0,414,12813,570,9,561,0
2020-08-18T04:00:00Z,2,Ansonia,300,293,7,1602,8,7,1,2967,15849,4675,361,4305,9
2020-08-18T04:00:00Z,3,Ashford,23,22,1,540,0,0,0,587,13776,855,27,828,0
2020-08-18T04:00:00Z,4,Avon,153,143,10,836,31,23,8,2679,14638,3637,161,3472,4
2020-08-18T04:00:00Z,5,Barkhamsted,32,31,1,883,0,0,0,523,14432,739,32,704,3
2020-08-18T04:00:00Z,6,Beacon Falls,60,60,0,971,0,0,0,862,13944,1317,72,1242,3
2020-08-18T04:00:00Z,7,Berlin,186,179,7,910,17,14,3,2931,14345,4824,225,4595,4
2020-08-18T04:00:00Z,8,Bethany,40,39,1,730,1,1,0,954,17412,1442,65,1374,3
2020-08-18T04:00:00Z,9,Bethel,293,276,17,1486,31,23,8,3374,17115,5401,337,5060,4
2020-08-18T04:00:00Z,10,Bethlehem,13,12,1,380,1,0,1,394,11514,622,22,599,1
2020-08-18T04:00:00Z,11,Bloomfield,545,515,30,2559,88,68,20,4711,22116,9208,694,8445,69
2020-08-18T04:00:00Z,12,Bolton,23,22,1,470,3,3,0,618,12638,860,31,829,0
2020-08-18T04:00:00Z,13,Bozrah,12,12,0,473,1,1,0,418,16476,633,16,617,0
2020-08-18T04:00:00Z,14,Branford,366,354,12,1307,40,38,2,5483,19579,8443,511,7920,12
2020-08-18T04:00:00Z,15,Bridgeport,4023,3905,118,2776,153,115,38,28574,19720,46727,4836,41759,132
2020-08-18T04:00:00Z,16,Bridgewater,11,11,0,670,0,0,0,233,14199,350,14,336,0
2020-08-18T04:00:00Z,17,Bristol,653,636,17,1088,72,64,8,8774,14616,15417,734,14654,29
2020-08-18T04:00:00Z,18,Brookfield,180,174,6,1059,8,5,3,2764,16257,3868,214,3653,1
2020-08-18T04:00:00Z,19,Brooklyn,143,142,1,1727,0,0,0,1339,16171,1790,146,1642,2
2020-08-18T04:00:00Z,20,Burlington,37,36,1,383,1,1,0,1192,12333,1637,46,1591,0
2020-08-18T04:00:00Z,21,Canaan,0,0,0,0,0,0,0,193,18294,276,0,276,0
2020-08-18T04:00:00Z,22,Canterbury,19,18,1,373,0,0,0,752,14745,1007,19,988,0
2020-08-18T04:00:00Z,23,Canton,95,86,9,925,29,22,7,1300,12658,1861,99,1760,2
2020-08-18T04:00:00Z,24,Chaplin,4,4,0,177,0,0,0,339,15027,484,4,480,0
2020-08-18T04:00:00Z,25,Cheshire,232,224,8,795,24,21,3,5784,19822,9255,314,8930,11
2020-08-18T04:00:00Z,26,Chester,47,46,1,1111,13,12,1,562,13289,850,68,770,12
2020-08-18T04:00:00Z,27,Clinton,69,65,4,533,3,3,0,1955,15097,2887,75,2809,3
2020-08-18T04:00:00Z,28,Colchester,44,41,3,276,1,1,0,2632,16516,4683,50,4621,12
2020-08-18T04:00:00Z,29,Colebrook,5,5,0,356,0,0,0,190,13523,282,6,276,0
2020-08-18T04:00:00Z,30,Columbia,29,29,0,539,1,1,0,816,15153,1151,36,1115,0
2020-08-18T04:00:00Z,31,Cornwall,5,5,0,365,0,0,0,300,21930,389,5,384,0
2020-08-18T04:00:00Z,32,Coventry,56,52,4,451,1,0,1,1727,13912,2426,58,2365,3
2020-08-18T04:00:00Z,33,Cromwell,146,132,14,1050,34,22,12,2558,18396,3954,158,3792,4
2020-08-18T04:00:00Z,34,Danbury,2336,2251,85,2757,123,105,18,15978,18858,23959,2813,21088,58
2020-08-18T04:00:00Z,35,Darien,247,240,7,1135,5,4,1,3583,16471,4865,305,4557,3
2020-08-18T04:00:00Z,36,Deep River,17,15,2,381,0,0,0,613,13735,944,18,924,2
2020-08-18T04:00:00Z,37,Derby,176,176,0,1406,5,5,0,2047,16356,3163,214,2947,2
2020-08-18T04:00:00Z,38,Durham,48,45,3,667,2,1,1,1203,16720,1901,56,1840,5
2020-08-18T04:00:00Z,40,East Granby,12,12,0,233,0,0,0,570,11074,764,14,749,1
2020-08-18T04:00:00Z,41,East Haddam,22,22,0,245,1,1,0,1107,12316,1566,25,1540,1
2020-08-18T04:00:00Z,42,East Hampton,55,51,4,428,3,0,3,1743,13560,2585,71,2511,3
2020-08-18T04:00:00Z,43,East Hartford,980,924,56,1960,91,63,28,8669,17339,14452,1097,13308,47
2020-08-18T04:00:00Z,44,East Haven,446,423,23,1554,39,25,14,5162,17987,8283,586,7687,10
2020-08-18T04:00:00Z,45,East Lyme,163,151,12,874,33,24,9,4004,21475,5527,178,5346,3
2020-08-18T04:00:00Z,47,East Windsor,177,163,14,1556,32,21,11,1739,15288,2989,216,2751,22
2020-08-18T04:00:00Z,39,Eastford,12,12,0,670,0,0,0,199,11117,287,14,273,0
2020-08-18T04:00:00Z,46,Easton,36,35,1,479,1,1,0,1128,15006,1492,37,1454,1
2020-08-18T04:00:00Z,48,Ellington,81,77,4,497,5,5,0,1812,11117,2484,97,2385,2
2020-08-18T04:00:00Z,49,Enfield,676,662,14,1520,23,21,2,5686,12787,8619,747,7836,36
2020-08-18T04:00:00Z,50,Essex,49,49,0,734,9,9,0,1302,19509,2048,60,1986,2
2020-08-18T04:00:00Z,51,Fairfield,731,678,53,1180,145,100,45,10007,16153,14871,827,14020,24
2020-08-18T04:00:00Z,52,Farmington,237,229,8,929,32,28,4,3684,14444,5448,283,5148,17
2020-08-18T04:00:00Z,53,Franklin,13,13,0,673,0,0,0,234,12106,306,14,292,0
2020-08-18T04:00:00Z,54,Glastonbury,322,299,23,934,80,63,17,5061,14673,7710,401,7303,6
2020-08-18T04:00:00Z,55,Goshen,13,12,1,452,0,0,0,455,15804,652,14,638,0
2020-08-18T04:00:00Z,56,Granby,34,32,2,299,0,0,0,1297,11402,1776,43,1729,4
2020-08-18T04:00:00Z,57,Greenwich,943,902,41,1503,52,42,10,10434,16634,14890,1193,13665,32
2020-08-18T04:00:00Z,58,Griswold,41,39,2,354,2,0,2,2173,18747,3119,43,3076,0
2020-08-18T04:00:00Z,59,Groton,157,144,13,406,25,17,8,5521,14269,8583,207,8374,2
2020-08-18T04:00:00Z,60,Guilford,111,106,5,500,11,9,2,3802,17114,5549,142,5406,1
2020-08-18T04:00:00Z,61,Haddam,37,36,1,450,0,0,0,1221,14850,1784,46,1736,2
2020-08-18T04:00:00Z,62,Hamden,1086,1045,41,1782,145,125,20,11796,19357,19644,1514,18079,51
2020-08-18T04:00:00Z,63,Hampton,6,6,0,324,0,0,0,344,18564,464,6,458,0
2020-08-18T04:00:00Z,64,Hartford,2919,2793,126,2381,164,136,28,22824,18619,37364,3328,33915,121
2020-08-18T04:00:00Z,65,Hartland,6,6,0,283,0,0,0,172,8113,235,6,227,2
2020-08-18T04:00:00Z,66,Harwinton,36,33,3,663,3,1,2,870,16022,1286,43,1237,6
2020-08-18T04:00:00Z,67,Hebron,34,32,2,359,2,1,1,1259,13278,1804,34,1769,1
2020-08-18T04:00:00Z,68,Kent,11,10,1,395,0,0,0,439,15763,542,13,529,0
2020-08-18T04:00:00Z,69,Killingly,46,42,4,266,0,0,0,2527,14618,3898,46,3850,2
2020-08-18T04:00:00Z,70,Killingworth,17,17,0,267,3,3,0,937,14710,1306,25,1279,2
2020-08-18T04:00:00Z,71,Lebanon,27,27,0,375,2,2,0,1097,15221,1569,32,1536,1
2020-08-18T04:00:00Z,72,Ledyard,31,31,0,210,2,2,0,2744,18621,3718,35,3683,0
2020-08-18T04:00:00Z,73,Lisbon,11,11,0,259,0,0,0,502,11817,708,15,693,0
2020-08-18T04:00:00Z,74,Litchfield,47,46,1,578,2,2,0,1420,17473,2031,57,1970,4
2020-08-18T04:00:00Z,75,Lyme,6,6,0,257,0,0,0,277,11848,410,6,404,0
2020-08-18T04:00:00Z,76,Madison,161,154,7,889,25,20,5,3278,18104,4906,215,4683,8
2020-08-18T04:00:00Z,77,Manchester,813,752,61,1409,106,82,24,9225,15988,14916,982,13870,64
2020-08-18T04:00:00Z,78,Mansfield,64,62,2,248,3,2,1,1663,6441,2253,70,2179,4
2020-08-18T04:00:00Z,79,Marlborough,102,98,4,1604,20,16,4,951,14958,1647,115,1531,1
2020-08-18T04:00:00Z,80,Meriden,1007,972,35,1691,77,64,13,12025,20197,22080,1185,20839,56
2020-08-18T04:00:00Z,81,Middlebury,51,47,4,660,3,1,2,1064,13763,1959,61,1897,1
2020-08-18T04:00:00Z,82,Middlefield,20,20,0,457,0,0,0,666,15205,969,26,942,1
2020-08-18T04:00:00Z,83,Middletown,663,638,25,1437,85,70,15,9026,19560,15955,837,15100,18
2020-08-18T04:00:00Z,84,Milford,717,693,24,1312,89,78,11,8773,16050,13761,938,12802,21
2020-08-18T04:00:00Z,85,Monroe,138,133,5,709,5,4,1,2718,13960,3877,157,3716,4
2020-08-18T04:00:00Z,86,Montville,323,316,7,1726,0,0,0,4309,23023,6456,364,6081,11
2020-08-18T04:00:00Z,87,Morris,15,15,0,663,0,0,0,300,13263,454,16,438,0
2020-08-18T04:00:00Z,88,Naugatuck,433,422,11,1384,40,36,4,4278,13673,8564,599,7925,40
2020-08-18T04:00:00Z,89,New Britain,1286,1233,53,1775,96,74,22,13062,18028,21876,1562,20271,43
2020-08-18T04:00:00Z,90,New Canaan,202,199,3,999,35,32,3,3240,16029,4219,274,3941,4
2020-08-18T04:00:00Z,91,New Fairfield,122,119,3,879,3,3,0,1912,13778,2691,148,2541,2
2020-08-18T04:00:00Z,92,New Hartford,32,32,0,479,2,2,0,930,13912,1285,38,1245,2
2020-08-18T04:00:00Z,93,New Haven,2900,2841,59,2224,114,104,10,30051,23042,48855,3758,45018,79
2020-08-18T04:00:00Z,95,New London,198,192,6,735,5,5,0,6583,24437,10551,240,10307,4
2020-08-18T04:00:00Z,96,New Milford,317,306,11,1175,24,22,2,4062,15059,6200,375,5789,36
2020-08-18T04:00:00Z,94,Newington,419,399,20,1391,51,39,12,5412,17973,9087,524,8547,16
2020-08-18T04:00:00Z,97,Newtown,260,246,14,936,44,34,10,4850,17462,6909,337,6570,2
2020-08-18T04:00:00Z,98,Norfolk,14,13,1,854,0,0,0,272,16585,382,15,367,0
2020-08-18T04:00:00Z,99,North Branford,93,89,4,657,4,1,3,2084,14720,3081,109,2970,2
2020-08-18T04:00:00Z,100,North Canaan,8,7,1,246,1,0,1,528,16226,797,10,785,2
2020-08-18T04:00:00Z,101,North Haven,290,286,4,1224,27,26,1,4259,17977,6524,419,6097,8
2020-08-18T04:00:00Z,102,North Stonington,15,14,1,286,1,1,0,747,14248,975,14,961,0
2020-08-18T04:00:00Z,103,Norwalk,2163,2107,56,2429,144,124,20,15525,17435,23775,2720,21031,24
2020-08-18T04:00:00Z,104,Norwich,156,148,8,399,4,4,0,7198,18392,10883,177,10702,4
2020-08-18T04:00:00Z,105,Old Lyme,24,24,0,326,2,2,0,1361,18477,1976,37,1938,1
2020-08-18T04:00:00Z,106,Old Saybrook,120,116,4,1190,25,22,3,1830,18142,3084,133,2947,4
2020-08-18T04:00:00Z,107,Orange,139,135,4,996,9,9,0,2236,16030,3256,191,3063,2
2020-08-18T04:00:00Z,108,Oxford,89,85,4,673,6,6,0,1867,14116,2677,116,2560,1
2020-08-18T04:00:00Z,109,Plainfield,59,58,1,389,1,1,0,2300,15159,3380,68,3310,2
2020-08-18T04:00:00Z,110,Plainville,182,180,2,1033,26,25,1,2547,14453,4562,217,4337,8
2020-08-18T04:00:00Z,111,Plymouth,78,73,5,670,1,1,0,1501,12890,2375,81,2292,2
2020-08-18T04:00:00Z,112,Pomfret,19,19,0,452,0,0,0,621,14772,838,19,819,0
2020-08-18T04:00:00Z,113,Portland,80,76,4,860,14,11,3,1558,16744,2441,103,2336,2
2020-08-18T04:00:00Z,114,Preston,24,23,1,517,0,0,0,871,18780,1204,29,1173,2
2020-08-18T04:00:00Z,115,Prospect,73,72,1,746,0,0,0,1148,11726,1842,84,1757,1
2020-08-18T04:00:00Z,116,Putnam,37,36,1,394,1,1,0,1172,12475,1596,39,1556,1
2020-08-18T04:00:00Z,117,Redding,79,73,6,866,8,7,1,1373,15047,1883,102,1781,0
2020-08-18T04:00:00Z,118,Ridgefield,244,231,13,976,45,36,9,4658,18626,6640,313,6315,12
2020-08-18T04:00:00Z,119,Rocky Hill,448,430,18,2224,94,81,13,3240,16083,5992,558,5403,31
2020-08-18T04:00:00Z,120,Roxbury,9,6,3,417,1,0,1,318,14722,449,7,442,0
2020-08-18T04:00:00Z,121,Salem,13,13,0,315,0,0,0,751,18215,1027,17,1010,0
2020-08-18T04:00:00Z,122,Salisbury,18,18,0,500,0,0,0,611,16982,793,25,767,1
2020-08-18T04:00:00Z,123,Scotland,0,0,0,0,0,0,0,86,5104,119,0,119,0
2020-08-18T04:00:00Z,124,Seymour,245,234,11,1484,51,43,8,2572,15579,4341,297,4037,7
2020-08-18T04:00:00Z,125,Sharon,16,16,0,592,0,0,0,430,15908,631,21,610,0
2020-08-18T04:00:00Z,126,Shelton,687,650,37,1672,137,108,29,6735,16388,10938,834,10072,32
2020-08-18T04:00:00Z,127,Sherman,17,15,2,470,2,0,2,471,13033,634,21,612,1
2020-08-18T04:00:00Z,128,Simsbury,142,128,14,568,13,10,3,3696,14796,5624,183,5430,11
2020-08-18T04:00:00Z,129,Somers,311,291,20,2871,5,4,1,1704,15728,2539,309,2204,26
2020-08-18T04:00:00Z,132,South Windsor,172,157,15,660,30,18,12,3222,12367,4634,200,4426,8
2020-08-18T04:00:00Z,130,Southbury,205,200,5,1043,36,31,5,3837,19521,6924,288,6624,12
2020-08-18T04:00:00Z,131,Southington,369,355,14,842,33,28,5,6365,14530,10875,446,10414,15
2020-08-18T04:00:00Z,133,Sprague,6,6,0,208,0,0,0,558,19315,813,8,805,0
2020-08-18T04:00:00Z,134,Stafford,125,117,8,1052,21,16,5,993,8356,1619,149,1466,4
2020-08-18T04:00:00Z,135,Stamford,3485,3407,78,2685,201,175,26,23155,17842,34127,4429,29619,79
2020-08-18T04:00:00Z,136,Sterling,6,6,0,159,0,0,0,464,12275,734,7,727,0
2020-08-18T04:00:00Z,137,Stonington,36,31,5,195,1,0,1,2824,15307,3663,41,3620,2
2020-08-18T04:00:00Z,138,Stratford,913,875,38,1757,78,58,20,9170,17646,14920,1106,13777,37
2020-08-18T04:00:00Z,139,Suffield,164,149,15,1042,20,12,8,3255,20676,4333,174,4154,5
2020-08-18T04:00:00Z,140,Thomaston,65,63,2,860,0,0,0,998,13201,1641,76,1560,5
2020-08-18T04:00:00Z,141,Thompson,44,43,1,468,2,1,1,812,8643,1112,51,1061,0
2020-08-18T04:00:00Z,142,Tolland,56,48,8,382,3,1,2,1860,12692,2627,58,2568,1
2020-08-18T04:00:00Z,143,Torrington,584,560,24,1706,94,81,13,6360,18581,11519,685,10784,50
2020-08-18T04:00:00Z,144,Trumbull,586,537,49,1637,123,82,41,6002,16764,9403,707,8664,32
2020-08-18T04:00:00Z,145,Union,5,4,1,595,0,0,0,55,6548,77,4,72,1
2020-08-18T04:00:00Z,146,Vernon,272,260,12,928,21,18,3,4312,14715,6922,311,6597,14
2020-08-18T04:00:00Z,147,Voluntown,13,13,0,513,1,1,0,433,17081,571,15,556,0
2020-08-18T04:00:00Z,148,Wallingford,526,516,10,1181,70,62,8,7913,17768,15667,747,14856,64
2020-08-18T04:00:00Z,149,Warren,5,5,0,357,0,0,0,95,6791,142,5,137,0
2020-08-18T04:00:00Z,150,Washington,27,26,1,786,2,2,0,506,14735,658,29,629,0
2020-08-18T04:00:00Z,151,Waterbury,2218,2127,91,2052,173,146,27,15904,14713,29315,2707,26505,103
2020-08-18T04:00:00Z,152,Waterford,186,178,8,985,26,19,7,4010,21232,6053,212,5839,2
2020-08-18T04:00:00Z,153,Watertown,162,153,9,749,5,4,1,2875,13285,5299,194,5095,10
2020-08-18T04:00:00Z,155,West Hartford,804,745,59,1277,131,89,42,10395,16516,16388,913,15455,20
2020-08-18T04:00:00Z,156,West Haven,1150,1111,39,2096,73,65,8,9517,17342,16059,1453,14569,37
2020-08-18T04:00:00Z,154,Westbrook,35,35,0,506,0,0,0,1001,14478,1409,42,1367,0
2020-08-18T04:00:00Z,157,Weston,79,76,3,771,2,2,0,1716,16746,2183,90,2092,1
2020-08-18T04:00:00Z,158,Westport,340,325,15,1209,23,16,7,5691,20242,7872,427,7435,10
2020-08-18T04:00:00Z,159,Wethersfield,279,273,6,1070,11,10,1,3925,15049,5826,364,5448,14
2020-08-18T04:00:00Z,160,Willington,16,16,0,272,0,0,0,654,11109,930,17,913,0
2020-08-18T04:00:00Z,161,Wilton,243,217,26,1321,42,21,21,3246,17644,4375,296,4078,1
2020-08-18T04:00:00Z,162,Winchester,58,56,2,544,1,1,0,1760,16518,2675,67,2605,3
2020-08-18T04:00:00Z,163,Windham,319,319,0,1291,11,11,0,4865,19692,7840,374,7453,13
2020-08-18T04:00:00Z,164,Windsor,607,563,44,2111,107,73,34,4893,17013,8324,703,7603,18
2020-08-18T04:00:00Z,165,Windsor Locks,137,131,6,1064,21,19,2,1806,14026,2613,179,2428,6
2020-08-18T04:00:00Z,166,Wolcott,127,121,6,763,9,6,3,2258,13562,4199,172,4016,11
